book,chapter,verse,tafsir
قضاة,2,19,"الآيات (1-5): وصعد ملاك الرب من الجلجال إلى بوكيم وقال قد أصعدتكم من مصر وأتيت بكم إلى الأرض التي أقسمت لآبائكم وقلت لا انكث عهدي معكم إلى الأبد.و انتم فلا تقطعوا عهدا مع سكان هذه الأرض اهدموا مذابحهم ولم تسمعوا لصوتي فماذا عملتم. فقلت أيضا لا اطردهم من أمامكم بل يكونون لكم مضايقين وتكون آلهتهم لكم شركا. وكان لما تكلم ملاك الرب بهذا الكلام إلى جميع بني إسرائيل أن الشعب رفعوا صوتهم وبكوا. فدعوا اسم ذلك المكان بوكيم وذبحوا هناك للرب.
قضاة,2,20,"الآيات (1-5): وصعد ملاك الرب من الجلجال إلى بوكيم وقال قد أصعدتكم من مصر وأتيت بكم إلى الأرض التي أقسمت لآبائكم وقلت لا انكث عهدي معكم إلى الأبد.و انتم فلا تقطعوا عهدا مع سكان هذه الأرض اهدموا مذابحهم ولم تسمعوا لصوتي فماذا عملتم. فقلت أيضا لا اطردهم من أمامكم بل يكونون لكم مضايقين وتكون آلهتهم لكم شركا. وكان لما تكلم ملاك الرب بهذا الكلام إلى جميع بني إسرائيل أن الشعب رفعوا صوتهم وبكوا. فدعوا اسم ذلك المكان بوكيم وذبحوا هناك للرب.
قضاة,2,21,"الآيات (1-5): وصعد ملاك الرب من الجلجال إلى بوكيم وقال قد أصعدتكم من مصر وأتيت بكم إلى الأرض التي أقسمت لآبائكم وقلت لا انكث عهدي معكم إلى الأبد.و انتم فلا تقطعوا عهدا مع سكان هذه الأرض اهدموا مذابحهم ولم تسمعوا لصوتي فماذا عملتم. فقلت أيضا لا اطردهم من أمامكم بل يكونون لكم مضايقين وتكون آلهتهم لكم شركا. وكان لما تكلم ملاك الرب بهذا الكلام إلى جميع بني إسرائيل أن الشعب رفعوا صوتهم وبكوا. فدعوا اسم ذلك المكان بوكيم وذبحوا هناك للرب.
قضاة,2,22,"الآيات (1-5): وصعد ملاك الرب من الجلجال إلى بوكيم وقال قد أصعدتكم من مصر وأتيت بكم إلى الأرض التي أقسمت لآبائكم وقلت لا انكث عهدي معكم إلى الأبد.و انتم فلا تقطعوا عهدا مع سكان هذه الأرض اهدموا مذابحهم ولم تسمعوا لصوتي فماذا عملتم. فقلت أيضا لا اطردهم من أمامكم بل يكونون لكم مضايقين وتكون آلهتهم لكم شركا. وكان لما تكلم ملاك الرب بهذا الكلام إلى جميع بني إسرائيل أن الشعب رفعوا صوتهم وبكوا. فدعوا اسم ذلك المكان بوكيم وذبحوا هناك للرب.
قضاة,2,23,"الآيات (1-5): وصعد ملاك الرب من الجلجال إلى بوكيم وقال قد أصعدتكم من مصر وأتيت بكم إلى الأرض التي أقسمت لآبائكم وقلت لا انكث عهدي معكم إلى الأبد.و انتم فلا تقطعوا عهدا مع سكان هذه الأرض اهدموا مذابحهم ولم تسمعوا لصوتي فماذا عملتم. فقلت أيضا لا اطردهم من أمامكم بل يكونون لكم مضايقين وتكون آلهتهم لكم شركا. وكان لما تكلم ملاك الرب بهذا الكلام إلى جميع بني إسرائيل أن الشعب رفعوا صوتهم وبكوا. فدعوا اسم ذلك المكان بوكيم وذبحوا هناك للرب.
قضاة,2,24,"الآيات (1-5): وصعد ملاك الرب من الجلجال إلى بوكيم وقال قد أصعدتكم من مصر وأتيت بكم إلى الأرض التي أقسمت لآبائكم وقلت لا انكث عهدي معكم إلى الأبد.و انتم فلا تقطعوا عهدا مع سكان هذه الأرض اهدموا مذابحهم ولم تسمعوا لصوتي فماذا عملتم. فقلت أيضا لا اطردهم من أمامكم بل يكونون لكم مضايقين وتكون آلهتهم لكم شركا. وكان لما تكلم ملاك الرب بهذا الكلام إلى جميع بني إسرائيل أن الشعب رفعوا صوتهم وبكوا. فدعوا اسم ذلك المكان بوكيم وذبحوا هناك للرب.
قضاة,2,25,"الآيات (1-5): وصعد ملاك الرب من الجلجال إلى بوكيم وقال قد أصعدتكم من مصر وأتيت بكم إلى الأرض التي أقسمت لآبائكم وقلت لا انكث عهدي معكم إلى الأبد.و انتم فلا تقطعوا عهدا مع سكان هذه الأرض اهدموا مذابحهم ولم تسمعوا لصوتي فماذا عملتم. فقلت أيضا لا اطردهم من أمامكم بل يكونون لكم مضايقين وتكون آلهتهم لكم شركا. وكان لما تكلم ملاك الرب بهذا الكلام إلى جميع بني إسرائيل أن الشعب رفعوا صوتهم وبكوا. فدعوا اسم ذلك المكان بوكيم وذبحوا هناك للرب.
قضاة,2,26,"الآيات (1-5): وصعد ملاك الرب من الجلجال إلى بوكيم وقال قد أصعدتكم من مصر وأتيت بكم إلى الأرض التي أقسمت لآبائكم وقلت لا انكث عهدي معكم إلى الأبد.و انتم فلا تقطعوا عهدا مع سكان هذه الأرض اهدموا مذابحهم ولم تسمعوا لصوتي فماذا عملتم. فقلت أيضا لا اطردهم من أمامكم بل يكونون لكم مضايقين وتكون آلهتهم لكم شركا. وكان لما تكلم ملاك الرب بهذا الكلام إلى جميع بني إسرائيل أن الشعب رفعوا صوتهم وبكوا. فدعوا اسم ذلك المكان بوكيم وذبحوا هناك للرب.
قضاة,2,27,"الآيات (1-5): وصعد ملاك الرب من الجلجال إلى بوكيم وقال قد أصعدتكم من مصر وأتيت بكم إلى الأرض التي أقسمت لآبائكم وقلت لا انكث عهدي معكم إلى الأبد.و انتم فلا تقطعوا عهدا مع سكان هذه الأرض اهدموا مذابحهم ولم تسمعوا لصوتي فماذا عملتم. فقلت أيضا لا اطردهم من أمامكم بل يكونون لكم مضايقين وتكون آلهتهم لكم شركا. وكان لما تكلم ملاك الرب بهذا الكلام إلى جميع بني إسرائيل أن الشعب رفعوا صوتهم وبكوا. فدعوا اسم ذلك المكان بوكيم وذبحوا هناك للرب.
قضاة,2,28,"الآيات (1-5): وصعد ملاك الرب من الجلجال إلى بوكيم وقال قد أصعدتكم من مصر وأتيت بكم إلى الأرض التي أقسمت لآبائكم وقلت لا انكث عهدي معكم إلى الأبد.و انتم فلا تقطعوا عهدا مع سكان هذه الأرض اهدموا مذابحهم ولم تسمعوا لصوتي فماذا عملتم. فقلت أيضا لا اطردهم من أمامكم بل يكونون لكم مضايقين وتكون آلهتهم لكم شركا. وكان لما تكلم ملاك الرب بهذا الكلام إلى جميع بني إسرائيل أن الشعب رفعوا صوتهم وبكوا. فدعوا اسم ذلك المكان بوكيم وذبحوا هناك للرب.
قضاة,2,29,"الآيات (1-5): وصعد ملاك الرب من الجلجال إلى بوكيم وقال قد أصعدتكم من مصر وأتيت بكم إلى الأرض التي أقسمت لآبائكم وقلت لا انكث عهدي معكم إلى الأبد.و انتم فلا تقطعوا عهدا مع سكان هذه الأرض اهدموا مذابحهم ولم تسمعوا لصوتي فماذا عملتم. فقلت أيضا لا اطردهم من أمامكم بل يكونون لكم مضايقين وتكون آلهتهم لكم شركا. وكان لما تكلم ملاك الرب بهذا الكلام إلى جميع بني إسرائيل أن الشعب رفعوا صوتهم وبكوا. فدعوا اسم ذلك المكان بوكيم وذبحوا هناك للرب.
قضاة,2,30,"الآيات (1-5): وصعد ملاك الرب من الجلجال إلى بوكيم وقال قد أصعدتكم من مصر وأتيت بكم إلى الأرض التي أقسمت لآبائكم وقلت لا انكث عهدي معكم إلى الأبد.و انتم فلا تقطعوا عهدا مع سكان هذه الأرض اهدموا مذابحهم ولم تسمعوا لصوتي فماذا عملتم. فقلت أيضا لا اطردهم من أمامكم بل يكونون لكم مضايقين وتكون آلهتهم لكم شركا. وكان لما تكلم ملاك الرب بهذا الكلام إلى جميع بني إسرائيل أن الشعب رفعوا صوتهم وبكوا. فدعوا اسم ذلك المكان بوكيم وذبحوا هناك للرب.
قضاة,2,31,"الآيات (1-5): وصعد ملاك الرب من الجلجال إلى بوكيم وقال قد أصعدتكم من مصر وأتيت بكم إلى الأرض التي أقسمت لآبائكم وقلت لا انكث عهدي معكم إلى الأبد.و انتم فلا تقطعوا عهدا مع سكان هذه الأرض اهدموا مذابحهم ولم تسمعوا لصوتي فماذا عملتم. فقلت أيضا لا اطردهم من أمامكم بل يكونون لكم مضايقين وتكون آلهتهم لكم شركا. وكان لما تكلم ملاك الرب بهذا الكلام إلى جميع بني إسرائيل أن الشعب رفعوا صوتهم وبكوا. فدعوا اسم ذلك المكان بوكيم وذبحوا هناك للرب.
قضاة,2,32,"الآيات (1-5): وصعد ملاك الرب من الجلجال إلى بوكيم وقال قد أصعدتكم من مصر وأتيت بكم إلى الأرض التي أقسمت لآبائكم وقلت لا انكث عهدي معكم إلى الأبد.و انتم فلا تقطعوا عهدا مع سكان هذه الأرض اهدموا مذابحهم ولم تسمعوا لصوتي فماذا عملتم. فقلت أيضا لا اطردهم من أمامكم بل يكونون لكم مضايقين وتكون آلهتهم لكم شركا. وكان لما تكلم ملاك الرب بهذا الكلام إلى جميع بني إسرائيل أن الشعب رفعوا صوتهم وبكوا. فدعوا اسم ذلك المكان بوكيم وذبحوا هناك للرب.
قضاة,2,33,"الآيات (1-5): وصعد ملاك الرب من الجلجال إلى بوكيم وقال قد أصعدتكم من مصر وأتيت بكم إلى الأرض التي أقسمت لآبائكم وقلت لا انكث عهدي معكم إلى الأبد.و انتم فلا تقطعوا عهدا مع سكان هذه الأرض اهدموا مذابحهم ولم تسمعوا لصوتي فماذا عملتم. فقلت أيضا لا اطردهم من أمامكم بل يكونون لكم مضايقين وتكون آلهتهم لكم شركا. وكان لما تكلم ملاك الرب بهذا الكلام إلى جميع بني إسرائيل أن الشعب رفعوا صوتهم وبكوا. فدعوا اسم ذلك المكان بوكيم وذبحوا هناك للرب.
قضاة,2,34,"الآيات (1-5): وصعد ملاك الرب من الجلجال إلى بوكيم وقال قد أصعدتكم من مصر وأتيت بكم إلى الأرض التي أقسمت لآبائكم وقلت لا انكث عهدي معكم إلى الأبد.و انتم فلا تقطعوا عهدا مع سكان هذه الأرض اهدموا مذابحهم ولم تسمعوا لصوتي فماذا عملتم. فقلت أيضا لا اطردهم من أمامكم بل يكونون لكم مضايقين وتكون آلهتهم لكم شركا. وكان لما تكلم ملاك الرب بهذا الكلام إلى جميع بني إسرائيل أن الشعب رفعوا صوتهم وبكوا. فدعوا اسم ذلك المكان بوكيم وذبحوا هناك للرب.
قضاة,2,35,"الآيات (1-5): وصعد ملاك الرب من الجلجال إلى بوكيم وقال قد أصعدتكم من مصر وأتيت بكم إلى الأرض التي أقسمت لآبائكم وقلت لا انكث عهدي معكم إلى الأبد.و انتم فلا تقطعوا عهدا مع سكان هذه الأرض اهدموا مذابحهم ولم تسمعوا لصوتي فماذا عملتم. فقلت أيضا لا اطردهم من أمامكم بل يكونون لكم مضايقين وتكون آلهتهم لكم شركا. وكان لما تكلم ملاك الرب بهذا الكلام إلى جميع بني إسرائيل أن الشعب رفعوا صوتهم وبكوا. فدعوا اسم ذلك المكان بوكيم وذبحوا هناك للرب.
قضاة,2,36,"الآيات (1-5): وصعد ملاك الرب من الجلجال إلى بوكيم وقال قد أصعدتكم من مصر وأتيت بكم إلى الأرض التي أقسمت لآبائكم وقلت لا انكث عهدي معكم إلى الأبد.و انتم فلا تقطعوا عهدا مع سكان هذه الأرض اهدموا مذابحهم ولم تسمعوا لصوتي فماذا عملتم. فقلت أيضا لا اطردهم من أمامكم بل يكونون لكم مضايقين وتكون آلهتهم لكم شركا. وكان لما تكلم ملاك الرب بهذا الكلام إلى جميع بني إسرائيل أن الشعب رفعوا صوتهم وبكوا. فدعوا اسم ذلك المكان بوكيم وذبحوا هناك للرب.
قضاة,2,37,"الآيات (1-5): وصعد ملاك الرب من الجلجال إلى بوكيم وقال قد أصعدتكم من مصر وأتيت بكم إلى الأرض التي أقسمت لآبائكم وقلت لا انكث عهدي معكم إلى الأبد.و انتم فلا تقطعوا عهدا مع سكان هذه الأرض اهدموا مذابحهم ولم تسمعوا لصوتي فماذا عملتم. فقلت أيضا لا اطردهم من أمامكم بل يكونون لكم مضايقين وتكون آلهتهم لكم شركا. وكان لما تكلم ملاك الرب بهذا الكلام إلى جميع بني إسرائيل أن الشعب رفعوا صوتهم وبكوا. فدعوا اسم ذلك المكان بوكيم وذبحوا هناك للرب.
قضاة,2,38,"الآيات (1-5): وصعد ملاك الرب من الجلجال إلى بوكيم وقال قد أصعدتكم من مصر وأتيت بكم إلى الأرض التي أقسمت لآبائكم وقلت لا انكث عهدي معكم إلى الأبد.و انتم فلا تقطعوا عهدا مع سكان هذه الأرض اهدموا مذابحهم ولم تسمعوا لصوتي فماذا عملتم. فقلت أيضا لا اطردهم من أمامكم بل يكونون لكم مضايقين وتكون آلهتهم لكم شركا. وكان لما تكلم ملاك الرب بهذا الكلام إلى جميع بني إسرائيل أن الشعب رفعوا صوتهم وبكوا. فدعوا اسم ذلك المكان بوكيم وذبحوا هناك للرب.
قضاة,2,39,"الآيات (1-5): وصعد ملاك الرب من الجلجال إلى بوكيم وقال قد أصعدتكم من مصر وأتيت بكم إلى الأرض التي أقسمت لآبائكم وقلت لا انكث عهدي معكم إلى الأبد.و انتم فلا تقطعوا عهدا مع سكان هذه الأرض اهدموا مذابحهم ولم تسمعوا لصوتي فماذا عملتم. فقلت أيضا لا اطردهم من أمامكم بل يكونون لكم مضايقين وتكون آلهتهم لكم شركا. وكان لما تكلم ملاك الرب بهذا الكلام إلى جميع بني إسرائيل أن الشعب رفعوا صوتهم وبكوا. فدعوا اسم ذلك المكان بوكيم وذبحوا هناك للرب.
قضاة,2,40,"الآيات (1-5): وصعد ملاك الرب من الجلجال إلى بوكيم وقال قد أصعدتكم من مصر وأتيت بكم إلى الأرض التي أقسمت لآبائكم وقلت لا انكث عهدي معكم إلى الأبد.و انتم فلا تقطعوا عهدا مع سكان هذه الأرض اهدموا مذابحهم ولم تسمعوا لصوتي فماذا عملتم. فقلت أيضا لا اطردهم من أمامكم بل يكونون لكم مضايقين وتكون آلهتهم لكم شركا. وكان لما تكلم ملاك الرب بهذا الكلام إلى جميع بني إسرائيل أن الشعب رفعوا صوتهم وبكوا. فدعوا اسم ذلك المكان بوكيم وذبحوا هناك للرب.
قضاة,2,41,"الآيات (1-5): وصعد ملاك الرب من الجلجال إلى بوكيم وقال قد أصعدتكم من مصر وأتيت بكم إلى الأرض التي أقسمت لآبائكم وقلت لا انكث عهدي معكم إلى الأبد.و انتم فلا تقطعوا عهدا مع سكان هذه الأرض اهدموا مذابحهم ولم تسمعوا لصوتي فماذا عملتم. فقلت أيضا لا اطردهم من أمامكم بل يكونون لكم مضايقين وتكون آلهتهم لكم شركا. وكان لما تكلم ملاك الرب بهذا الكلام إلى جميع بني إسرائيل أن الشعب رفعوا صوتهم وبكوا. فدعوا اسم ذلك المكان بوكيم وذبحوا هناك للرب.
قضاة,2,42,"الآيات (1-5): وصعد ملاك الرب من الجلجال إلى بوكيم وقال قد أصعدتكم من مصر وأتيت بكم إلى الأرض التي أقسمت لآبائكم وقلت لا انكث عهدي معكم إلى الأبد.و انتم فلا تقطعوا عهدا مع سكان هذه الأرض اهدموا مذابحهم ولم تسمعوا لصوتي فماذا عملتم. فقلت أيضا لا اطردهم من أمامكم بل يكونون لكم مضايقين وتكون آلهتهم لكم شركا. وكان لما تكلم ملاك الرب بهذا الكلام إلى جميع بني إسرائيل أن الشعب رفعوا صوتهم وبكوا. فدعوا اسم ذلك المكان بوكيم وذبحوا هناك للرب.
